Gene	TCGA-FA-8693-01A	TCGA-FA-A4BB-01A	TCGA-FA-A4XK-01A	TCGA-FA-A6HN-01A	TCGA-FA-A6HO-01A	TCGA-FA-A7DS-01A	TCGA-FA-A7Q1-01A	TCGA-FA-A82F-01A	TCGA-FA-A86F-01A	TCGA-FF-8041-01A	TCGA-FF-8042-01A	TCGA-FF-8043-01A	TCGA-FF-8046-01A	TCGA-FF-8047-01A	TCGA-FF-8061-01A	TCGA-FF-8062-01A	TCGA-FF-A7CQ-01A	TCGA-FF-A7CR-01A	TCGA-FF-A7CW-01A	TCGA-FF-A7CX-01A	TCGA-FM-8000-01A	TCGA-G8-6324-01A	TCGA-G8-6325-01A	TCGA-G8-6326-01A	TCGA-G8-6906-01A	TCGA-G8-6907-01A	TCGA-G8-6909-01A	TCGA-G8-6914-01A	TCGA-GR-7351-01A	TCGA-GR-7353-01A	TCGA-GR-A4D4-01A	TCGA-GR-A4D5-01A	TCGA-GR-A4D6-01A	TCGA-GR-A4D9-01B	TCGA-GS-A9TQ-01A	TCGA-GS-A9TT-01A	TCGA-GS-A9TU-01A	TCGA-GS-A9TV-01A	TCGA-GS-A9TW-01A	TCGA-GS-A9TX-01A	TCGA-GS-A9TY-01A	TCGA-GS-A9TZ-01A	TCGA-GS-A9U3-01A	TCGA-GS-A9U4-01A	TCGA-RQ-A68N-01A	TCGA-RQ-A6JB-01A	TCGA-RQ-AAAT-01A	TCGA-VB-A8QN-01A
DACH1	0.06910651540971702	0.05936767892761341	0.14411846820367735	0.02217195138132122	0.02259895078530727	0.5088164620091924	0.1236167063013549	0.07891643487081734	0.0925455978722296	0.013432630805708223	0.022743429793070424	0.03961566552463158	0.09873627834275678	0.0045622493879589054	0.01711626013711376	0.0	0.06443185902002191	0.09933269892279184	0.04278642583681491	0.05281435659033318	0.044389619538914626	0.10636790368889693	0.019490810808013848	0.021473355339006073	0.1321033128739877	0.021302634136891596	0.012292484043716412	0.07745008570381295	0.010599630822279993	0.06632350018420397	0.15017610745068288	0.09527192584254407	0.03551130090331123	0.19576522448332456	0.03660854331290153	0.09840700469963126	0.09953853629756093	0.15498179000580037	0.08356009188345204	0.1156939674166586	0.01465709161196882	0.057589992448982885	0.10266249624370527	0.1096317745011115	0.03910134947367272	0.05876310428958664	0.058954337026212444	0.044826443945878314
ST3GAL6	0.7788259226759446	0.6487179353044712	0.6056924007054014	0.2565271502732658	0.5091007184636662	0.3125172611637743	4.324406129775876	0.4959804222565485	0.3121400911405583	0.23408053923513883	0.537973261938832	0.42251109714043444	0.455645506449772	0.1407593241507823	1.349560493146397	1.2076677362267803	0.20634837841776288	0.49254381445582807	0.22368223566983292	0.1769389372187593	0.2726429539573667	0.25177635944957255	0.5445567636595072	0.7519060071261712	0.27832366168034883	0.13388452597565137	0.15275776867312785	1.1518359994572953	1.0810190600569762	0.18473383637132756	0.6994854269105206	0.8802979926344996	0.15597539804564997	0.4326868299044575	0.3163604780198279	0.2146777375828024	0.8011481163213781	0.6676150121845654	0.38790615438780085	0.30620815088095665	0.15073867690335718	0.33388091201121406	1.0369632829178257	0.6287934289051746	1.8129451371117478	1.3345850475452354	0.3592930983705498	0.6146811868309752
MAP9	0.25018282925092206	0.6411652349434718	0.4839714350624966	0.41145779641124003	0.23375383067588973	0.11093533579104498	1.3925986734862708	0.6935692644568581	0.4486550534214093	0.2724340348952421	0.07472591769663639	0.1312327004893541	0.48984739773694064	0.2553808851249666	0.15621461987019947	0.6483274747202836	0.8005718690797969	1.249782119435598	0.4868208324721024	0.8822421242034888	0.3196024206533514	0.30202223708927045	0.2585282095393684	0.1698497070098497	0.4219826073904869	0.0432049585501717	0.8302027563265202	0.2716568095816385	0.23217463904807834	0.21185966445619941	1.471915092717266	0.8785737907054509	0.1269392687520765	1.0448458794000675	0.5438640613312609	0.9652620776219862	0.821560493528309	0.635270341577538	0.544430352341092	1.1283656023956903	0.7624922888794696	0.9151717576163467	0.20524054294312521	1.2494347937128034	0.3640027928635965	0.6640053544761333	1.2474958997786345	0.18001129755039313
FCGR2B	9.185087356014572	1.0261663071293259	4.4605999730452295	2.4694530848654304	2.9479113692688093	1.8217920277882436	0.9317967721726785	2.8717162713096918	4.772162495551648	0.3177228917422503	0.9186561967025051	1.9770343766170662	1.1963329408588992	5.016091209955194	4.546799568243799	4.69364440476091	1.700299098698737	6.260168874155086	8.7679620363962	7.1770952791239715	1.1768676645325158	9.668742842883237	0.2826898014277728	0.8372153951804129	0.6266464932065117	9.41300449132934	1.471347730357361	2.4938905183016513	6.504782240541594	1.5159594634332119	0.6415209491136873	2.3355019661294323	5.607365954995508	9.609049177933379	0.6827322053613318	4.371567745973418	0.5568197731250533	0.8364117305280878	1.3493087805442854	1.1170720452631122	3.685910723454116	0.8347423995956025	3.722477346236454	8.778931244186603	3.5673432442253574	3.878486959575821	0.5516508561442655	1.786168716287127
CD1C	14.507316477549596	7.115802411556897	3.809374425150409	3.982821533118467	71.94391393459823	24.33097679580444	17.75329073977319	1.56413718212817	31.245488781816135	0.3194844368927723	0.06832855367508461	7.620468193342896	5.219642676499029	33.88922142189669	9.920302086423874	64.82524765567688	0.2674377059762998	7.260842045805855	43.70500716592093	39.66781430871489	218.71146029263295	25.146586653287088	1.6249468596915428	0.0921612041189217	87.62381673325869	20.613314545067652	2.8159553917804345	5.064318077861294	2.408254589085335	1.8369009762395456	14.736819417462472	33.81061225815737	6.701297998954625	43.50441316279334	7.4009931581828585	5.5769621680173955	30.47340396010086	2.5578191212068604	0.33995176289809614	2.031819874468945	0.19265138218762257	0.10177576365897933	3.8691573425651624	0.15835047783121015	4.669551274966701	10.59259213442247	2.755164637254136	30.21725596030638
CD79B	405.52950980545666	168.56695826639194	149.52895478346372	200.55804201020823	567.1736160730901	180.24114370660374	593.448766010898	693.7845248599696	453.9757219553881	503.9117594044912	826.7200646465158	3184.21086224666	590.5330997678398	2526.6212967150223	667.2731470665559	817.6489463447018	112.03046934668946	91.63770651657623	372.0034157101184	722.5255288338284	301.79892322941424	414.9259043368851	52.53818894897532	44.436128266162015	1554.5678130427375	733.5051006653966	1371.8918312015257	744.069266175779	437.4868413423498	342.81134532337853	668.2299644573292	156.7258992955557	1586.4767215473428	131.578706458562	538.4351960636474	182.91398414419976	242.45112918929945	71.9490822736913	223.89881258091955	569.5907700611642	463.3085130948582	446.3686519104617	389.80058930378027	32.57733722215754	395.84436495235406	137.49018020173315	256.845421638405	151.43400971467474
VNN2	33.84690932853248	2.3187911311190974	1.9286460643813226	3.645499390374739	14.464163502552962	2.7510373992451944	34.70811653682543	4.657143656232703	15.122604678350651	39.14053157313488	2.4019445905040033	18.68488904985283	8.394299984065997	14.221200171822472	29.905738166334586	44.925966858293954	59.80122437158572	23.155067323118825	10.47356454257997	17.59015489136766	55.02656711792847	7.38122805204002	8.433196374676728	17.17810639782074	27.18423485843314	47.17565012674851	9.547919702292267	14.956661670236194	30.13355077332144	9.510654218878472	22.244063758624016	12.92447643072021	28.082316186545473	9.686507813459304	16.427798785009923	6.414637423524601	9.04370694229871	26.26945987545544	28.57520562726348	31.34019075590878	19.574273080143772	39.66681881352657	16.71961603204159	3.5038576486423993	11.820329035633943	62.712899295091844	12.508701204575496	5.018557896454021
RCAN3	2.97058462646948	4.313534723912642	3.2205482896434923	6.570501822722316	3.930951523153179	1.4852403093651838	7.102668787667753	1.7927850663132108	2.8643336475549477	2.11733907224128	1.4547696516836077	4.662411108330941	3.1288853812098685	1.441737206448126	2.2591754254177925	3.086609606541515	5.28596023489921	1.907207269193436	3.2548463018935214	2.4203394837702374	1.8703687772256834	4.92925342960078	1.861171657804976	3.0016772001825656	5.662611990752454	2.4494537515773085	4.001610005462427	3.510851673584762	1.973461193658872	3.087061616475882	14.20503262859879	5.54310132493322	5.124302798885558	3.873242936765224	4.713486170968933	0.36105069509781096	6.492151237307544	4.130548300414668	3.74883274409724	11.3129148065582	5.614030598927418	7.692450801499202	4.207518448745284	4.000738135731874	1.0242575565302223	7.488726524593455	2.2147015444729403	4.123445038286363
CRYBB1	1.4362647904261765	3.5080309401468988	3.27988222263948	1.807087809953836	1.5945502105247256	0.9330802791861996	2.582907954302123	2.5084612875597525	0.861336145104892	0.3284412314509859	0.6228315078654443	0.21525390352070417	0.7056893952104135	5.822990988579002	0.8649199341346141	0.9783431845825348	1.7080904905375052	0.7806804560641627	0.5858556594710969	1.4087604405113283	1.4833396925976086	2.105410673360047	0.15250232950179488	1.425122067994312	1.8303661225486043	0.8333930697904384	0.9317468656342449	5.458403726107681	0.25917155399912306	1.1351730478468451	0.7663211959774343	0.6114920925398166	2.3226670667819906	1.0413074358309276	0.4028019417455926	0.4666471744600149	14.920353757445445	0.43877951713436025	0.9534595723313521	1.0483322247185227	0.43005662448593074	0.31475909666132695	8.44503171352461	0.24744058332487695	1.1281590895176317	0.6157785241444242	1.3133597309538754	1.8194451572857466
MEP1A	0.3999087372265291	1.2167452281007272	0.49117277790785185	0.46778105254887903	0.5312800990500459	0.0383390927539875	0.027096621120908493	0.14271163339584403	0.6694338616548292	0.7125484756417149	0.15629010200927818	0.46168350662491586	0.19228851976859307	0.033001291210299044	0.21667002723265716	0.9280699908832499	0.018397560310421834	0.3079408904102503	0.3946100164619408	0.16496994465025083	0.26757903769034574	0.07327793326652299	0.1621360756533754	0.22744565622190205	0.09953925518446094	0.16693497088725517	0.44459192289576266	0.5602396132305316	0.29710800764076906	0.07496169095935223	0.7320767532704646	0.23689700050373474	0.1364637923510541	0.18632617356769243	0.5572043465099479	0.06471206202881774	2.1600530420337978	1.2907051537435619	0.10073944858217665	1.599915569556655	0.0397585906194271	1.4335269999539095	1.6244703631740145	0.12962952706967146	0.1555630131177006	0.2656664169602079	0.04738328444951323	0.09727639184846293
