Gene	TCGA-KL-8323-01A	TCGA-KL-8324-01A	TCGA-KL-8324-11A	TCGA-KL-8325-01A	TCGA-KL-8326-01A	TCGA-KL-8326-11A	TCGA-KL-8327-01A	TCGA-KL-8328-01A	TCGA-KL-8329-01A	TCGA-KL-8329-11A	TCGA-KL-8330-01A	TCGA-KL-8331-01A	TCGA-KL-8332-01A	TCGA-KL-8333-01A	TCGA-KL-8334-01A	TCGA-KL-8335-01A	TCGA-KL-8336-01A	TCGA-KL-8336-11A	TCGA-KL-8337-01A	TCGA-KL-8338-01A	TCGA-KL-8339-01A	TCGA-KL-8339-11A	TCGA-KL-8340-01A	TCGA-KL-8341-01A	TCGA-KL-8342-01A	TCGA-KL-8343-01A	TCGA-KL-8344-01A	TCGA-KL-8345-01A	TCGA-KL-8346-01A	TCGA-KM-8438-01A	TCGA-KM-8439-01A	TCGA-KM-8440-01A	TCGA-KM-8441-01A	TCGA-KM-8442-01A	TCGA-KM-8443-01A	TCGA-KM-8476-01A	TCGA-KM-8477-01A	TCGA-KM-8639-01A	TCGA-KN-8418-01A	TCGA-KN-8419-01A	TCGA-KN-8419-11A	TCGA-KN-8421-01A	TCGA-KN-8422-11A	TCGA-KN-8423-01A	TCGA-KN-8423-11A	TCGA-KN-8424-01A	TCGA-KN-8424-11A	TCGA-KN-8425-01A	TCGA-KN-8425-11A	TCGA-KN-8426-01A	TCGA-KN-8426-11A	TCGA-KN-8427-01A	TCGA-KN-8427-11A	TCGA-KN-8428-01A	TCGA-KN-8428-11A	TCGA-KN-8429-01A	TCGA-KN-8429-11A	TCGA-KN-8430-01A	TCGA-KN-8430-11A	TCGA-KN-8431-01A	TCGA-KN-8431-11A	TCGA-KN-8432-01A	TCGA-KN-8432-11A	TCGA-KN-8433-01A	TCGA-KN-8433-11A	TCGA-KN-8434-01A	TCGA-KN-8434-11A	TCGA-KN-8435-01A	TCGA-KN-8435-11A	TCGA-KN-8436-01A	TCGA-KN-8436-11A	TCGA-KN-8437-01A	TCGA-KN-8437-11A	TCGA-KO-8403-01A	TCGA-KO-8403-11A	TCGA-KO-8404-01A	TCGA-KO-8405-01A	TCGA-KO-8406-01A	TCGA-KO-8407-01A	TCGA-KO-8408-01A	TCGA-KO-8409-01A	TCGA-KO-8410-01A	TCGA-KO-8411-01A	TCGA-KO-8413-01A	TCGA-KO-8414-01A	TCGA-KO-8415-01A	TCGA-KO-8415-11A	TCGA-KO-8416-01A	TCGA-KO-8417-01A
DACH1	0.16716510342874003	3.288080256040721	7.440328604786776	8.633237736303068	0.24622871960718307	13.41444303390673	0.11293128797284768	0.051215300882867965	0.05112723464842861	7.954988978551679	0.09694246876294743	0.022051063927806203	1.385916750715186	0.5259348314516636	0.32999144824424853	0.1757159943737645	0.04449169583661394	4.1012354018339545	2.8565565496638334	0.07077339794457949	0.11245892360079379	6.03703003198932	0.041673823098074436	0.11943207219578378	0.7433952571498359	0.24157043450931126	2.7980697022811354	0.051694571509283804	0.03841815150047778	0.40429558708422686	4.901062520642678	0.08590822856781455	8.05595364538053	0.05042850337291349	0.8007495202796064	0.06274375221789708	0.0969977169418017	17.49354923705209	0.08825154555765136	0.27848993248123066	2.132707819904717	0.049654919132295916	8.239045789932694	4.827713915418685	3.464779990012863	0.2970915817488746	5.618988884912496	0.11074432550382585	2.0470265444315396	0.1735449729761558	3.610038060333502	0.22284466112005652	1.4583906186625581	0.15240142220138475	12.941106157905889	0.20177323070513675	2.195047093590323	0.2590024115511147	0.7689613045544821	0.09287453222308906	1.2901412880944987	7.492123160195634	2.035335474935735	0.011129798797004264	3.6200569904063045	0.2692354651320015	8.989903476890971	0.16050836127965273	7.669610698638612	7.0547184454851415	1.9035730915045983	13.420969253449814	8.892834206890118	0.10391798508633876	3.244535738611919	0.09169622353002427	0.12152714633114892	0.05557502396158598	0.49036870577018443	1.8265861616180108	0.03324276601369913	0.1349228654130017	0.2317732758643134	0.1585543546428818	0.06703362924538747	0.05290567438128124	7.617682150036741	0.014570279550634613	0.07165060715558957
ST3GAL6	14.068149168337992	4.206884052338326	4.596289911744513	10.046480449788596	9.807876603263887	8.467230623888707	6.347250180715381	34.716933614259574	21.547795055377975	4.578892701508202	14.163385403462858	23.33953270205887	8.000647585521016	9.48435324808407	20.18211120533356	33.98249091141831	27.914044772114476	1.6271709577489402	14.719429197256432	12.408976104506108	40.86283311157384	5.323638732873687	14.43679044791502	21.46481901229561	19.798844363238672	20.754469802463568	7.351230178056447	21.07874470579866	10.065789609511862	5.895714191112266	2.033948571057076	26.944691831654847	1.7712451967516145	9.704999870141718	19.613994546718136	10.429176772730747	8.151766588579711	4.681871303390379	43.803299554552936	12.69047235383757	4.434877611317665	2.686016833420778	3.9244122045271927	5.253311812894243	3.8483257935637303	33.68176955148167	4.826645070023121	6.993224444863146	3.5260932150305004	4.708256638823256	3.296713603035437	0.3175403201947282	2.7810435160876907	11.358931872387318	7.753378138224555	24.42878024074123	5.0149156070987635	20.002762272826143	2.343969526362146	19.430835061336026	4.007811444184448	8.91536000224084	5.91666111799517	3.987119438596432	4.083469087561216	13.242622915337748	6.361538624375769	26.317469337910836	4.181095274726361	6.483196089866503	4.1939751125296825	3.32848999836483	2.2575039822553222	9.453799045189212	4.049659171403735	3.0148580313420856	8.707133997473537	18.756919909013437	23.310771206808212	17.49804779966012	3.7293440403478995	4.144992707934036	17.95820913586284	5.200959382070065	5.9472014126760335	2.510797250787805	6.1709977870362005	9.40282841656174	18.33111822655612
MAP9	0.03814155790806617	0.15075932357537702	3.2832420799447037	1.6849406755547816	0.1974856586419016	2.451423730772401	0.3723774795539796	1.452481879800942	0.7243749222689349	3.133442727307874	0.9685824760594528	0.46959031531536866	1.3523893400910967	2.278351666726003	1.2537001866654642	0.11489219513462579	1.1792701179671963	3.077183713886206	0.5999051044034485	0.05741565489043565	0.0648237820049149	2.8633094625454127	1.0142496677143056	0.07409274314394243	0.803480007074534	0.16680024588961295	0.5911563572766305	1.747406607853772	1.1804548527785532	0.0737975246288678	1.3123432813574678	0.5732888907829856	2.7809877165495807	1.3909620200972688	0.711564326597131	0.05224103503177191	0.36841417505454155	2.604678035930901	0.9712701854054739	0.13225045059191398	3.4523154286047237	0.031989496281886076	4.584761695258769	1.8286470395449386	4.461266497813057	1.6268757825896922	3.055472729658427	3.1439765216723448	5.129995333987729	0.03981361184252408	4.77377121189243	0.16335998329166967	3.0899630807036687	0.14527375491829875	3.422346430616825	2.154491476598764	2.363471801387393	0.5479792341062597	2.6014948761814214	0.019944378490218462	4.903922497961992	0.9405180830301614	4.278867006977971	0.15575309602538034	3.1163355505058057	1.620344542826647	3.453482082297996	0.07881378335131761	3.6257665181556638	3.6751351649405173	3.225169481114115	5.026559233392274	3.1940088896091634	1.2582453461127114	4.107881833944391	1.3212592208673812	0.9538598070868409	0.3172109196033266	0.4448956114407385	1.4586833106837482	0.4652073071125211	2.969563023021684	1.7166303796110753	0.798255625984446	0.30671294959822215	0.2414265659150412	3.7267976646520884	0.7340400566857443	0.11509205396591815
FCGR2B	0.1559551381322617	0.1566568762961551	0.51336743831776	0.09678524800428279	0.02400026352850526	1.1345012772936687	0.01704398441621091	0.057685659479266516	0.45562919159071	0.6415589114861371	0.047742923713921304	0.05803241127707914	0.15438545940439363	0.8971132816724945	0.07091437820857238	0.15337869765481282	0.11058505635976146	0.5904711049967444	0.029898805903483927	0.03909084132717444	0.08538455914525978	0.25732332784328493	0.02321146750268621	0.02739109165539033	0.28372442191799996	0.0507963265168212	0.08356039162441875	0.024633856689774136	0.012838874988267746	0.08487718815931289	0.24906718293592234	0.12965569907314212	0.3266060285979324	0.11359892155214979	0.006437129460121538	0.224028581597578	0.08251204744956264	0.1660748015390514	0.19835208466993803	0.09004132042701474	0.08250664273577213	0.009110467003325518	0.15711683855074265	0.32050234877482087	0.09035907259549347	0.3295213753655726	0.13019393656030598	0.8517768374595187	0.0770449204730066	0.3726994702520632	0.6335297495445231	0.41243703702431733	0.2886323004507436	0.09903188928778861	0.3858882633560894	0.29251384120360857	0.16637729378275257	0.2570433951386195	0.05315727099470591	0.02556031837470729	0.06103912760492469	0.06153434605656494	0.7419466240447841	0.5872586022569142	0.23801153721065638	0.10497105495610692	0.32630438775427106	0.05050308776912038	0.5386632182714681	0.02794602496886789	0.1680398280591513	0.2851520316500993	1.9029335557484832	0.13572905313709027	0.08912716469756554	11.001571677698008	0.9263121419020082	0.026826931900725715	0.09276564945429366	0.08067435291186476	0.11146355722781998	0.2812317201059844	0.026774839544708717	0.4993930674248792	0.05645257795449754	0.3790241630053399	0.3119281184988951	0.16133311507436732	0.017878749678379435
CD1C	0.04484085327916487	0.012574398049699731	2.76591787097902	0.04143292908771601	0.02101562511820143	1.2842240924575354	0.0547228693612809	0.010685220923665195	0.5120086736725247	3.224942845944522	0.009580468809148535	0.07245925823602661	0.2805753494022911	1.2961567713445659	0.10733662410662181	0.09849014443600668	0.09398483187118956	2.708804027389219	0.05142624380269778	0.0664456169901173	0.0777973221162398	1.7912229158243793	0.05589353725128521	0.008794417395181942	0.3416061811625639	0.16309101628706468	0.11625731730077749	0.053926063852932415	0.010305396637024566	0.058395843441295225	0.2579601065929418	0.05203545506937712	0.5051790106570471	0.07364748094225582	0.010333798304006603	0.037204410126793874	0.12142176459874321	0.3699171539826094	0.029242933737218868	0.16580410639766696	0.5711967936766971	0.0	1.3060488126965533	0.20521161646208919	0.7071541950515854	0.25968831202313325	0.10852228169511813	0.07561623948580021	0.1712540698112106	0.4914692126671456	4.463093248524865	0.030248349240782124	0.3058134649844355	0.38155227142384907	3.401082465239827	0.05336192473227874	0.09878765973941617	0.26527031913538224	0.06144165572307703	0.12309920577532063	0.06532580888542183	0.12202693417424326	0.9806248137866966	0.16718741663332715	0.6877621186055487	0.10990076667230264	1.6453194645223066	0.010574968628217052	3.506469232155056	0.010352987325712881	0.30348168598785885	0.13031315129883891	4.869783783453768	0.27317757152697375	0.4292389095631748	0.4069662547902968	1.3463302335648129	0.04969201993178696	0.4576585865887668	0.20096375813025436	0.13732389731884442	0.3897610944581771	0.12894837358438505	0.2218287753811179	0.12083430623076152	0.2731877588553826	0.6461309735697525	0.14226481874279684	0.043052278406904065
CD79B	0.8043328056958556	0.702685171783834	2.2898608527945297	0.40733250417375344	0.8771750162024088	54.923396258821654	0.9438379511238781	0.38333230063553736	0.8704762847481435	1.4788260629140484	0.7601042621286525	0.6070204686344471	2.1292701395714375	6.33763192704801	0.9357473657169593	0.14948720479979571	0.835721961181473	1.918935773744841	0.6173374430337129	1.0619851757187408	0.47538652119998126	1.4153895409978157	0.9408924583253577	0.29123051450862847	1.284024692557463	0.5063270373424966	2.4925672016303837	0.8631281335522372	0.3625963715750984	1.7807082509411072	0.40932564029287133	0.40925385071121556	0.6495237563811775	0.7694037311898676	0.6059928116032522	0.6844657504086891	0.5178468439502004	0.4069521289241169	0.4640206865362879	0.6335384716355328	2.5186268319876324	0.1513520131246473	1.8521544260274974	1.2249426265740064	1.7788432393918567	0.5507510043348451	3.568800451159416	1.0890056317042012	2.244827987221033	0.5307127827417242	2.111775688835424	0.38954444631241736	1.6175277903458105	0.9015777500063973	1.6760141956119177	0.7731065393314889	3.5137166325367444	1.5555936142541502	1.9993400318420962	0.8492661552294882	2.4712575530427188	1.1064557589062987	4.374320329763107	1.0284772390559382	1.0280610835406643	1.0994039435167786	1.4479957251254474	0.4669255378890429	2.596135873801536	0.5285498673614355	2.8149061189372726	0.6639030962612122	6.48459212596114	1.4269588051187658	2.194080575640458	0.38875511690862097	1.409000633324664	0.4251056743593262	1.4659376601710337	0.9612766430559867	0.5770544627494851	1.2302068775223391	0.6227338522373917	1.361255198924816	0.9378455919317403	0.6596564994463803	2.7080420809956633	0.9286409701258933	0.9059089399876232
VNN2	5.52921526133848	0.13020925287668472	1.4089958705816592	0.3104912579037449	0.03436090624148336	1.1707576196179712	0.04473641333089318	0.040764543934030284	0.5879932499114855	1.0261508489201536	0.14097807216481928	0.1636043639241509	0.3822879096015339	1.5978385315943022	0.701988859525283	0.10735537961737829	0.3699386079597331	2.6302139327720404	0.11211038337508272	0.3259191581572356	0.4724569618834542	1.918398967612296	0.1827737773393603	0.2779944397257288	0.37235462967575184	0.26110125316811983	0.6482307485882086	0.14695006006191424	0.14041249690464674	0.31826067352192977	0.41473969663322663	0.039703467236726464	0.4755621215194894	0.30390424627274726	0.01689593683972057	0.1486951801123062	0.655739574965847	0.261544159538321	0.07968782740767488	0.28499472961319694	1.0151266520144593	0.04184742330218527	0.7965426199764216	0.35497519580109627	1.867722545326215	0.5870940837555718	0.5125922686473698	0.5202924264095148	0.5133394401748315	0.43671769690236184	1.9265558101599898	0.6484305579114287	0.646477888434259	1.627194364520927	0.8142640938176653	0.2733759979920807	1.292156096254999	0.5963670700078947	0.46880473356470387	0.21245093337570187	0.5815146539788059	0.46553762012063493	2.7893694237275755	0.3113201562727803	1.268189289537764	0.5151102778177943	0.8967084814266868	0.32851483438616547	1.1859877155726042	0.11284874145320756	1.1884242247554702	0.4042757175614631	1.6627845186554642	0.41474642695791797	0.7549806011244491	0.34975984692201023	0.48502624138985273	0.22749244521765566	0.17816181209773863	0.277466862408722	0.2517423032204009	0.41953348341534946	0.18740692856605978	0.750839877172669	0.20305410461279783	0.13535353173194875	0.7307010027255634	0.2743550990453594	0.052793408243869466
RCAN3	1.9707688075153853	3.7047211425267976	2.2754237451986667	4.459008959675989	2.409781286731793	3.2881610395239056	1.5590063746530638	2.270635868677607	1.7037564306382458	2.1399243612854884	1.4453146417159077	1.6833441637102031	1.9855354473788411	3.8651389630877633	2.3446407167732217	1.1583064464304869	2.056066678560335	3.1545790693132165	0.9697738260135671	2.2634886737289115	1.295797561737611	1.6766576611222197	2.264434611541267	3.9070786796441928	1.9323195577936212	2.4430380907806075	2.4044911026199305	3.765863462050887	3.0320393240849643	1.544053102743148	4.228976554593168	1.0931048415060935	4.046179069029367	2.9098924150153875	3.692058640367626	2.08966610192473	5.617981204417986	6.201331239520196	1.5436663059681575	3.87664710307381	3.6710319026010945	1.6125394644065207	2.2783521514020157	3.137082239013755	4.888473068985717	1.9346527139599137	2.7432915719047446	4.388976709540551	3.8120452027020635	2.699350212698127	4.793187052113094	3.058543931791635	3.902850049116191	2.4215926306599993	3.0417869617627415	1.9887477368816153	4.286661357858258	2.263609445139609	4.289875444842894	2.862168147482622	4.74430571635276	2.820741297391753	4.352707650759681	3.2064236865255964	1.9616980178196086	2.700884716831714	2.4251655882749557	3.040591128113719	2.6648241279726377	1.2196761181206948	3.6739772851187444	3.924911550436228	4.530344538621398	2.5262749244800364	2.834622971590488	0.36816775237389776	3.3036992453624068	3.498396845368841	2.302304429401993	2.0836489620684278	2.070663100580405	3.238322921193266	4.135552479194012	3.9464134809299782	1.7967778473449814	2.7269031688647214	3.6291342565962337	2.6805493200546637	2.339557048147282
CRYBB1	0.40873536405600275	0.3438561571948706	0.3381203723531323	0.05395304286831282	0.12314736769620782	0.1520261980423543	0.4097387257866858	0.16696869719162266	0.47623311298953785	0.26403722318228984	0.286935910204964	0.21566820963187605	0.20094745418909188	0.4286543869774684	0.7242698538913743	0.4360557302213157	0.31276158256855435	0.7297954401363242	0.17411190165919121	0.21631002808700095	0.3183901295316365	0.37970780799028914	0.13100998794928564	0.12597085170767586	0.36813683206943315	0.3583802986627933	0.3726466571580298	0.2527967748310196	0.214711349168621	0.12166683896681296	0.8565703448733759	0.25748578629219576	0.7475374116203712	0.34250756790261505	0.16147732014095584	0.3552762334246078	0.2443560425166571	0.4296224757657352	0.21578383802715284	0.14947368659318672	0.22637385751095196	0.48564493503491213	0.35093971424235937	0.26722202325167843	0.3116691042547457	0.3632092863078207	0.3454374302388099	0.6031029808823101	0.07433441929202123	0.40346585822454806	0.2700145251675854	0.3413689988432953	0.3137518665376522	0.5465338116536274	0.158171938605846	0.6531751385791691	0.3430376085326867	0.3310362554090125	0.10667728489127692	0.2137294135363086	0.22684219177376463	0.2951014333698665	0.4897882432683831	1.1248233861059398	0.07463238355988633	0.4722641384512798	0.1922755132997751	0.2616393100243004	0.39597152047028095	0.29659147901239713	0.17563872530473468	0.32632865439301395	0.764015014239517	0.48277070830282565	0.26676939737004046	10.639613725920434	1.8868771218435652	0.19412354428882828	0.25540837636309566	0.20935244494867078	0.2113328909816481	0.16494993686727755	0.3078418144323465	0.36487644589429724	0.35403245575674247	0.6467982741403306	0.3786198513453538	0.3990088243108656	0.08409258554506782
MEP1A	0.005398206749640977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11887449701269626	0.00929910578287041	0.00922682734304292	0.004984613402139848	0.0743100988311407	0.05944343134839847	0.009397684905062986	0.00948546021917207	0.06537237280249086	0.0	0.009905591927090507	0.031996463215117066	0.016055487617883113	0.0	0.0053830352990325014	0.016939582499365002	0.08508531647260664	0.014725394822024729	0.004306382300629963	0.005193550444888562	0.0	0.0	0.0	0.01503440497141062	0.0	0.015199060664208286	0.0	0.01791554648718674	0.0	0.0	0.004693916097632922	0.006141685407357045	0.0	0.0	0.0	0.008592899609638494	0.0	0.041683750307930145	0.0	0.06372190651308363	0.0	0.02057946659403176	0.014264429853121596	0.0	0.0	0.004593351589707639	0.005849177058498967	0.010278437851113376	0.0	0.015967403857300555	0.0	0.0	0.0052428711269905115	0.0	0.0	0.04696302013650944	0.0	0.06879861752537964	0.0	0.0050923087185890115	0.0	0.00498541503768779	0.0	0.0	0.011301269069723618	0.0375848336665332	0.0	0.007537384817058346	0.1208726125397821	0.023928875369876756	0.0157416124582348	0.0	0.0	0.004692174249560921	0.02069808904847914	0.06184329246542353	0.004848915812131649	0.04783702671830281	0.0	0.05796722157598655	0.005182887543111914
