Gene	TCGA-RZ-AB0B-01A	TCGA-V3-A9ZX-01A	TCGA-V3-A9ZY-01A	TCGA-V4-A9E5-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9E8-01A	TCGA-V4-A9E9-01A	TCGA-V4-A9EA-01A	TCGA-V4-A9EC-01A	TCGA-V4-A9ED-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EF-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9EI-01A	TCGA-V4-A9EJ-01A	TCGA-V4-A9EK-01A	TCGA-V4-A9EL-01A	TCGA-V4-A9EM-01A	TCGA-V4-A9EO-01A	TCGA-V4-A9EQ-01A	TCGA-V4-A9ES-01A	TCGA-V4-A9ET-01A	TCGA-V4-A9EU-01A	TCGA-V4-A9EV-01A	TCGA-V4-A9EW-01A	TCGA-V4-A9EX-01A	TCGA-V4-A9EY-01A	TCGA-V4-A9EZ-01A	TCGA-V4-A9F0-01A	TCGA-V4-A9F1-01A	TCGA-V4-A9F2-01A	TCGA-V4-A9F3-01A	TCGA-V4-A9F4-01A	TCGA-V4-A9F5-01A	TCGA-V4-A9F7-01A	TCGA-V4-A9F8-01A	TCGA-VD-A8K7-01B	TCGA-VD-A8K8-01A	TCGA-VD-A8K9-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KB-01A	TCGA-VD-A8KD-01A	TCGA-VD-A8KE-01A	TCGA-VD-A8KF-01A	TCGA-VD-A8KG-01A	TCGA-VD-A8KH-01A	TCGA-VD-A8KI-01A	TCGA-VD-A8KJ-01A	TCGA-VD-A8KK-01A	TCGA-VD-A8KL-01A	TCGA-VD-A8KM-01A	TCGA-VD-A8KN-01A	TCGA-VD-A8KO-01A	TCGA-VD-AA8M-01A	TCGA-VD-AA8N-01A	TCGA-VD-AA8O-01A	TCGA-VD-AA8P-01A	TCGA-VD-AA8Q-01A	TCGA-VD-AA8R-01A	TCGA-VD-AA8S-01B	TCGA-VD-AA8T-01A	TCGA-WC-A87T-01A	TCGA-WC-A87U-01A	TCGA-WC-A87W-01A	TCGA-WC-A87Y-01A	TCGA-WC-A880-01A	TCGA-WC-A881-01A	TCGA-WC-A882-01A	TCGA-WC-A883-01A	TCGA-WC-A884-01A	TCGA-WC-A885-01A	TCGA-WC-A888-01A	TCGA-WC-A88A-01A	TCGA-WC-AA9A-01A	TCGA-WC-AA9E-01A	TCGA-YZ-A980-01A	TCGA-YZ-A982-01A	TCGA-YZ-A983-01A	TCGA-YZ-A984-01A	TCGA-YZ-A985-01A
DACH1	0.3835915939630088	0.5735306228167643	0.03120664620702973	0.013563945843495295	0.055720464562599714	0.08082742977223267	0.008249871693245314	0.04211810941432459	0.01907241854919972	0.29081285987840966	0.20380983522605534	0.014551723713813303	0.01831501053137541	0.025423711099011648	0.05895636761241363	0.07969897492525213	0.02044421829879628	0.18880390307909511	0.04890245589139042	0.0193457189400863	0.028079108920419982	0.02915665400901024	0.15386905995513311	0.03704845007630975	0.13751078578615128	0.10525108684111384	0.04346566108231875	0.0	0.6241540359040851	0.08245412074743119	0.03518184211231845	0.35557405777815654	0.4760317865649486	0.07969628366844073	0.056632321707519084	0.0432952859471325	0.05064917436141125	0.17801148349177254	0.02097390528181675	0.042106550873916904	0.09705295423929239	0.04099965341071332	0.04991062047207917	0.08889781335004177	0.01938003786590392	0.3252346769201149	0.054047632729623096	0.11666890762216009	0.018495878058522264	0.0048958327422772285	0.028981140619194434	0.1145268905573642	0.0484334400761699	0.08744987388869352	0.11559714517068476	0.004689880390998713	0.06730385169952613	0.06627548114081128	0.028215540744091827	0.11155960818687194	0.07163288093843079	0.5258357581923272	0.48374615646714947	1.152233053592731	2.361818094359405	0.078833371206388	0.025906162534831134	0.0766899823729903	0.24580960344892144	0.8927244924134718	0.0	0.011749454604966125	0.05875961402347074	0.006154714218889579	0.05575354455711068	3.714234518032872	0.1205665962743867	0.04527875398449299	0.040470940973693414	0.030100648616683934
ST3GAL6	15.034090706483337	11.755506911378124	5.135041722417894	10.055364200103522	10.880580867201296	4.98754601959178	10.092969519197	6.249842872161502	15.936980275544013	6.278676785890714	26.221198432003863	9.035422824983582	11.570936554462742	20.972992441585713	28.840469370272114	15.951075533247419	14.291534920047068	12.783027109007362	21.018284097023088	4.078642418022873	15.642001698664927	3.5161834407548884	18.029428296600475	12.218595225368702	30.863806495261603	25.076506638376078	2.708704830399455	4.801008314423975	7.17843692536397	15.88966362372258	8.176181589312213	24.14336810871528	14.044919852764892	8.52637222337022	35.21682906790294	3.075103972387569	54.42762424839085	15.937708436399369	45.74701269253026	13.23821068803928	9.44061466921752	11.203134646892094	17.01522912699597	16.126465794693836	8.983236665916904	33.7014610885564	8.21296372648159	24.402948583322	9.823972531765644	6.549756070866858	17.071769207686717	11.427801521428954	48.40280779967297	9.656933949439656	5.973929202319588	10.599064795077512	6.070115974711706	3.9949352110011596	21.35230340795444	7.621470794984262	20.034084704935456	42.09074031835151	23.57448464332551	15.841852929661524	20.06639420193198	30.49095893629229	16.207707733241172	2.8524892607235763	8.339896089241488	12.579672406480737	17.551324577857862	9.591319155583871	10.327132323265987	16.399260506281493	6.169553531505611	6.306971682443017	4.362784266015928	33.8698990478746	4.930193825058535	7.84232954836272
MAP9	0.3362888516370519	0.3489620104275777	0.029837558355911176	0.16505838128186512	0.11214021149520459	0.06809409630611918	0.00250979781838212	0.04393125533650721	0.04641809351316395	0.08241214218592585	0.7185119340647224	0.06197749504992234	0.13558146471766475	0.6531329151189773	0.15103884055491767	0.7673219700561116	0.28610133515601555	0.10081029428819854	0.28904341628599406	0.07533319498225577	0.20121864319519034	0.043083413340966326	1.0167665833515391	0.1864834478022257	0.13014989706009006	0.347643156589968	0.01511227262202608	0.015635142825485282	0.147576523858705	0.48377078384880123	0.19622374191483427	0.7717132755245961	0.030223231512929827	0.18318757632277727	0.030403826320295924	0.05268562627732054	0.3574801227668811	0.15722455649860834	0.716465613906456	0.14977573064424243	0.038610539672027766	0.24738162597817803	0.09761105032036865	0.4687752895921202	0.07411921254535225	1.0999247417428482	0.06071082087809354	0.08315578790008149	0.09565670523736958	0.11915385637577658	0.2311939744082454	0.14683276899371123	0.08840729656919954	0.0026604232267386507	0.10550180907592988	0.13696971214889087	0.23606881075910335	0.08065000967998448	0.15450851774113228	0.070302130385278	0.9316227392099055	0.10037405312432135	0.4106421114289829	0.9517566994653774	0.898420774792624	0.0071948690995102815	0.2648097105470808	0.10265565010982303	0.30792114149967653	0.15152923287279885	0.012066341913593792	0.15370135865736612	0.06384287649253251	0.25839167775387106	0.08780065930723757	0.8081652339679182	0.15486726580385612	0.03756769764371626	0.07739082598076719	0.04120784573101566
FCGR2B	0.02251393788468281	0.030725228104409474	0.02433404954561036	0.21153553509103618	0.010026743881920819	0.03393757035387868	0.02251554839268466	0.009383570359192905	0.13756716653771228	0.05591528501089904	0.17762214405481092	0.019857280916505626	0.06188659107699035	0.01762193978851756	0.2443800681697026	1.546363080118057	0.015941816294625877	0.08412793134682661	0.06537040365428504	0.030170475869880642	0.012164047490530683	0.04222311656183586	0.06696708226658621	0.0630312458276645	0.04765643335732905	0.11490049917190115	0.07747035081060583	0.11221105137198473	0.2622618400992047	0.5235479594109633	0.37035621276724684	0.06860201402626465	0.2388565324806795	0.003452493389668687	0.06753922666952139	0.10128127447707191	0.2475005996188817	0.03582148643967642	0.018691258335806538	0.022730873011129082	0.020375146604469707	0.36499490082892083	0.14455581530062456	0.03754831735571407	0.15111998850970543	0.025360869250765194	0.012967629877916886	0.06498219641306613	0.05408458627043622	0.015270520994423498	0.9039465593790164	0.3859242770252196	0.08182852243806682	0.17047727188035244	0.18027869058811619	0.41324489846056145	0.027784385602516393	0.8570220783985409	0.007333890371404417	0.30757528434713377	0.183863514896633	0.04019918375217002	0.2859505831014353	0.038117263633924425	0.3828678404617778	0.17826881906335945	0.14544636539985412	0.13156143727678815	0.29596920310983044	0.4690600786758259	0.04123728947231453	0.2519519315331291	0.009818371125943637	0.007198904990335375	0.07160591252911375	0.13521259439264188	0.40217262997399517	0.0417265448743076	0.03606637880107977	0.023471624279518988
CD1C	0.04646903675102565	0.1479735550031409	0.13393538389982496	0.03395870111526955	0.0	0.1634442848193347	0.0	0.0	0.017906143477575798	0.11968425387923354	0.0450227998373911	0.027323776687691925	0.022926734437624052	0.03182540745942486	0.034958650107766776	0.15845378080905337	0.11516434746936643	0.0	0.0	0.11624148222226816	0.0	0.0	0.10750511162488197	0.49328538492121776	0.0	0.011293142996201544	0.0	0.0	0.18217216331974107	0.088470932147241	0.11010159532095942	0.05506486863369964	0.3264477579393381	0.0	0.0	0.06097168013128629	0.01268052964609323	0.2156465965019927	0.011252202644490783	0.0	0.056072727997523275	0.4490795370540026	0.17404620897993062	0.013910287925234854	0.2391336538926756	0.010178221102900897	0.06245246695896878	0.0	0.2083783000500592	0.0919290684605012	2.3218303077836606	0.39937333856276847	0.1818869746140217	0.04926139760118997	0.08682271990646928	0.03522476017716736	0.01486781950431415	0.24889098806056875	0.011773406819188592	0.11970029437875307	0.04483502849909593	0.012906692632370653	0.14650489137936273	0.05244965833229398	0.013459140087171306	0.3404585317383666	0.29186406250825314	0.11520064529871687	0.08145119612567142	0.23021721414031315	0.024824991946303943	0.26474346006906324	0.015761849675093975	0.0	0.08621401768120096	0.026047504943568223	0.12577107768479046	0.06183267791496472	0.2605450284606483	0.028259999197805863
CD79B	11.231394902632323	44.22658432278605	9.575212843659322	4.978500683331969	23.14269541691691	15.416017796815307	4.638224618452078	7.654153529681288	5.9173347651431865	30.107314897263773	15.002657539136152	29.52974472135152	23.36206683028083	52.827269254140184	21.915320044584405	1.5668895103907459	39.796787419480005	8.25591563252125	10.407473730026496	19.16671151462652	1.600482209324141	2.49285186489963	26.218455161754274	26.536193635557414	9.088892917107708	16.673131166745232	18.130801951480784	8.36208931571942	11.428617376699936	1.1673218454103687	5.089287443339376	33.00334742194808	4.214785836277395	20.579406816334817	7.9922908551202525	18.64863783892077	1.2247684643851153	27.694543751110512	17.334640290778434	19.670199816370303	7.253398258098279	18.899123690377756	4.544382561561161	21.765454267104754	7.510141359199881	9.21285597829514	39.95167631361432	13.325940257111466	41.65474704363781	29.26301134097911	33.38834540166027	21.639639659560622	3.8272779622110358	5.913499214935241	59.59983175471682	46.416242274779776	22.545690160145657	8.814490296759754	11.39589366158732	3.406494855969921	4.3768579924452995	7.577624731854655	9.551520220054803	1.9720945451998082	22.563795404321077	2.9309394649506135	14.444090524342613	7.391395249187044	3.512093342526515	30.068076810068447	21.08316148951368	33.94199957510587	30.447649997343472	22.970264889658573	0.6372790970409719	17.718690009471292	1.4577351638654994	5.26833738547859	38.34688367587889	36.41980223549142
VNN2	0.10130355903893173	0.4390750103414227	0.24635997195299386	2.748391306847088	0.026317822623611375	0.2672341990683973	0.5994222668811793	1.0344450815163646	0.16590215348867643	0.13045720039191777	0.44781270385100247	0.06701226280330674	0.06872360484188578	0.12141519860605854	3.785129141826568	0.6141028497065217	0.34869569696198766	1.1198518116613974	0.21447724062576623	0.007919033753740257	0.038313284712390816	0.0682004051672156	0.1538011079949504	1.399364077779814	0.46282125349380343	0.09847723630600602	0.07625298060014618	0.1051883478962834	0.13237982243995172	0.25314010067041526	0.2880287841141469	0.795282678301261	0.38972051618655845	0.009061975623267715	0.163637942860142	0.05538318837097722	0.9468016429114234	0.1586636418807268	1.435008403337557	0.6496653673964061	0.06875990145146682	0.5454448763757251	0.26997526850886344	0.015162372330191687	0.05099838405576618	0.12758533516967452	0.03403695027963316	0.1569178133910334	0.05678368032132641	0.0	2.1551526751261996	0.45206462364163635	0.45434325457027636	0.19688344376131384	0.023659438485603923	0.22077349214717779	0.0405152316534898	0.11303917200465463	0.06416573788666491	0.4403520609302425	0.07330603786156464	0.1899239673530302	0.43915300235814514	0.4216340982438842	0.8068838825515194	1.064906208518987	0.021209010239170656	0.10987376396011217	0.13317409772872568	0.5410880520806642	0.54119048147187	0.6973856874772117	0.06872238293587762	0.025193889043411133	0.09397426158184219	0.10647028938667824	0.3701481507700284	1.3142673070704554	0.08283247280946071	0.09241116334680921
RCAN3	1.8656559858743536	2.0969831904443303	2.8074598552880143	3.3430510635479056	1.1619310631047766	0.9326971092865488	1.6741848035684144	3.2759393915492874	2.890133029349384	2.5360394942696143	2.798115797021981	2.872712693938133	3.3099764179041236	1.6541761816513678	3.96013617012742	3.5449658083941866	2.2521534222156183	3.5825275593549613	1.7927573795703435	0.7807639121827146	3.9484879730842675	1.173546642602842	2.7711675565182903	3.662389702541671	3.4578173367647924	1.8891719181219875	2.1041042243566475	1.1740607037333537	1.8666490246218213	3.7134164249800037	2.170014231825898	2.5485203110398964	1.9858098034700498	0.7619614371084329	7.62541368092854	0.6428863602372317	3.91854705443867	3.6599130821945565	3.5113884009053375	2.234567620010219	3.126706271870611	2.2296605473226587	4.232237552985968	4.65114073360627	2.892475443775394	2.905877091128273	1.5037856009202968	3.1982810165821247	1.742926804936078	0.9245645579671997	3.2759586460120644	3.0025168974809544	4.278211925136947	2.3273695909146026	1.3203751914434507	1.510640493946795	1.2842796016940392	1.7915966029799644	2.3729644980742277	3.7620938218616296	2.8591754449994244	4.038160712165346	4.809519379243496	3.709023501866895	2.955619175512512	5.156585829478378	1.4045657291016025	1.4833080120445183	1.6901190333483087	2.6083029695375846	3.0101837415284436	5.658967835685949	1.7674006809227154	1.818438450064285	1.2112234997749414	4.198904172287235	1.3618357936791736	5.591851376621529	0.6075518344182371	1.5872839312029599
CRYBB1	0.08068126768035544	0.2997367130481432	0.19620865279832134	0.30954188085608125	0.10480161368432772	0.6689053761659582	0.22188935757911588	0.05884741810582317	0.32643776993166385	0.7013258343196065	0.21985384902365768	0.44475521264615003	0.8807132355526317	0.40060929565059356	0.15174126710430147	0.5502266798817601	0.44989339006795714	0.2826394219298751	0.15373463917530117	0.05676265664337676	0.12205550955610533	14.645193787793993	0.20998616404020143	0.47764138148581226	0.29886897543840973	0.23529089218986932	0.8198579316130943	0.0753977096221381	0.39536759583205705	0.34561466687217024	0.20072060344825426	0.35852126356315117	0.2024252582497843	0.23816878400710095	0.22807100157685145	0.18525726767106154	0.09907382963111488	0.2948507343736335	0.1025665839958998	0.09503512606145126	0.1642874959359395	0.5847814298304406	0.3312417903014613	0.1811366894067754	0.5280168444780409	0.18555395821871357	0.20331054919665048	0.2608156570079232	0.11306067020997834	0.14364959699517632	0.6771236914964356	0.6200657184843608	0.17763689330996857	0.23520603785130545	0.22611724694208446	0.13760670831480493	0.038721090723565554	0.2970919726669057	0.09198641807015351	0.38967768247206447	0.24812852092496596	0.25210214057321756	0.2289305108476858	0.10244817564368591	0.43815485537777343	0.539715292561169	0.38005891987259965	0.7500586479290863	0.14141859218379937	0.7869323670729718	0.0646531096966767	0.37347166119055686	0.2052473165500739	0.030097781239232235	0.09622798706693092	0.2883071157427184	0.36030788770456357	0.40258572054492237	0.16963798359367033	0.47839408805301264
MEP1A	0.0	0.0	0.0	0.0	0.0	0.08994920372611181	0.0	0.02176169622566615	0.0	0.0	0.016260331652666826	0.0	0.0	0.005108440682797699	0.0	0.059346317234374446	0.018485552418165296	0.0	0.0063167625790727655	0.0	0.0	0.0	0.06471050133449796	0.06090729025658259	0.0	0.05981955107219483	0.011228976393667933	0.0	0.06433081874727886	0.2343143731448336	0.03181123274212516	0.006629034101448772	0.022456976636721304	0.0	0.0	0.0	0.006106228202087172	0.010384324361782049	0.005418426441220703	0.0	0.0	0.12357222160515313	0.0	0.0	0.0	0.0	0.0	0.006028079992089985	0.03344774726747679	0.0	0.17469727829593307	0.029587028437683127	0.0	0.0	0.0	0.296839526828236	0.0	0.05992593420598347	0.0	0.02161534258820419	0.021590022112818685	0.0	0.0	0.0	0.05184930476526661	0.0	0.009369685228202806	0.0	0.0065370506957407315	0.0	0.0	0.021247587539110935	0.0	0.0	0.017792490226109958	0.0	0.07267711267527077	0.0	0.0	0.0
